Sword	Refinement	Artifact set	Mainstats	Substat ATK%/CR/CD (N=18)	Substat ATK%/CR/CD (N=20)	Substat ATK%/CR/CD (N=25)
Mistsplitter Reforged 2 stacks	4	4-bc no active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-bc no active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-bc with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-bc with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-bc with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-bc with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-bc with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-bs no cryo	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-bs no cryo	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-bs no cryo	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-bs no cryo	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-bs no cryo	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-bs cryo	ATK%/ATK%/CR	0/8/10	0/9/11	0/11/14
Mistsplitter Reforged 2 stacks	2	4-bs cryo	ATK%/ATK%/CR	0/8/10	0/9/11	0/11/14
Mistsplitter Reforged 2 stacks	3	4-bs cryo	ATK%/ATK%/CR	0/8/10	0/9/11	0/11/14
Mistsplitter Reforged 2 stacks	4	4-bs cryo	ATK%/ATK%/CR	0/8/10	0/9/11	0/11/14
Mistsplitter Reforged 2 stacks	5	4-bs cryo	ATK%/ATK%/CR	0/8/10	0/9/11	0/11/14
Mistsplitter Reforged 2 stacks	1	4-bs frozen	ATK%/ATK%/CR	0/5/13	0/6/14	1/7/17
Mistsplitter Reforged 2 stacks	2	4-bs frozen	ATK%/ATK%/CR	0/5/13	0/6/14	1/7/17
Mistsplitter Reforged 2 stacks	3	4-bs frozen	ATK%/ATK%/CR	0/5/13	0/6/14	1/7/17
Mistsplitter Reforged 2 stacks	4	4-bs frozen	ATK%/ATK%/CR	0/5/13	0/6/14	1/7/17
Mistsplitter Reforged 2 stacks	5	4-bs frozen	ATK%/ATK%/CR	0/5/13	0/6/14	1/7/17
Mistsplitter Reforged 2 stacks	1	4-bolide no shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-bolide no shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-bolide no shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-bolide no shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-bolide no shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-bolide with shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-bolide with shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-bolide with shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-bolide with shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-bolide with shield	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-pf 0 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-pf 0 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-pf 0 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-pf 0 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-pf 0 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-pf 1 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-pf 1 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-pf 1 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-pf 1 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-pf 1 stack	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-pf 2 stacks	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-pf 2 stacks	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-pf 2 stacks	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-pf 2 stacks	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-pf 2 stacks	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	2-glad-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	2-glad-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	2-glad-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	2-glad-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	2-glad-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	2-glad-2-bc	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	2-glad-2-bc	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	2-glad-2-bc	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	2-glad-2-bc	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	2-glad-2-bc	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	2-bc-2-pf	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	2-bc-2-pf	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	2-bc-2-pf	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	2-bc-2-pf	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	2-bc-2-pf	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	2-bc-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	2-bc-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	2-bc-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	2-bc-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	2-bc-2-bs	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	2-glad-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	2-glad-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	2-glad-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	2-glad-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	2-glad-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	2-bs-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	2-bs-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	2-bs-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	2-bs-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	2-bs-2-no	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-no no active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-no no active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-no no active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-no no active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-no no active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-no with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	2	4-no with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	3	4-no with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	4	4-no with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	5	4-no with active	ATK%/ATK%/CR	0/11/7	0/12/8	0/14/11
Mistsplitter Reforged 2 stacks	1	4-glad	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-glad	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-glad	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-glad	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-glad	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-bc no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-bc no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-bc no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-bc no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-bc no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-bc with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-bc with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-bc with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-bc with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-bc with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-bs no cryo	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-bs no cryo	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-bs no cryo	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-bs no cryo	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-bs no cryo	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-bs cryo	ATK%/ATK%/CD	0/17/1	0/18/2	0/21/4
Mistsplitter Reforged 2 stacks	2	4-bs cryo	ATK%/ATK%/CD	0/17/1	0/18/2	0/21/4
Mistsplitter Reforged 2 stacks	3	4-bs cryo	ATK%/ATK%/CD	0/17/1	0/18/2	0/21/4
Mistsplitter Reforged 2 stacks	4	4-bs cryo	ATK%/ATK%/CD	0/17/1	0/18/2	0/21/4
Mistsplitter Reforged 2 stacks	5	4-bs cryo	ATK%/ATK%/CD	0/17/1	0/18/2	0/21/4
Mistsplitter Reforged 2 stacks	1	4-bs frozen	ATK%/ATK%/CD	0/14/4	0/15/5	1/16/8
Mistsplitter Reforged 2 stacks	2	4-bs frozen	ATK%/ATK%/CD	0/14/4	0/15/5	1/16/8
Mistsplitter Reforged 2 stacks	3	4-bs frozen	ATK%/ATK%/CD	0/14/4	0/15/5	1/16/8
Mistsplitter Reforged 2 stacks	4	4-bs frozen	ATK%/ATK%/CD	0/14/4	0/15/5	1/16/8
Mistsplitter Reforged 2 stacks	5	4-bs frozen	ATK%/ATK%/CD	0/14/4	0/15/5	1/16/8
Mistsplitter Reforged 2 stacks	1	4-bolide no shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-bolide no shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-bolide no shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-bolide no shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-bolide no shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-bolide with shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-bolide with shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-bolide with shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-bolide with shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-bolide with shield	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-pf 0 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-pf 0 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-pf 0 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-pf 0 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-pf 0 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-pf 1 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-pf 1 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-pf 1 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-pf 1 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-pf 1 stack	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-pf 2 stacks	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-pf 2 stacks	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-pf 2 stacks	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-pf 2 stacks	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-pf 2 stacks	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	2-glad-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	2-glad-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	2-glad-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	2-glad-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	2-glad-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	2-glad-2-bc	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	2-glad-2-bc	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	2-glad-2-bc	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	2-glad-2-bc	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	2-glad-2-bc	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	2-bc-2-pf	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	2-bc-2-pf	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	2-bc-2-pf	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	2-bc-2-pf	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	2-bc-2-pf	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	2-bc-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	2-bc-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	2-bc-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	2-bc-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	2-bc-2-bs	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	2-glad-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	2-glad-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	2-glad-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	2-glad-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	2-glad-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	2-bs-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	2-bs-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	2-bs-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	2-bs-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	2-bs-2-no	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-no no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-no no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-no no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-no no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-no no active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	1	4-no with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	2	4-no with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	3	4-no with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	4	4-no with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 2 stacks	5	4-no with active	ATK%/ATK%/CD	0/18/0	0/20/0	0/24/1
Mistsplitter Reforged 3 stacks	1	4-glad	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-glad	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-glad	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-glad	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-glad	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-bc no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-bc no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-bc no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-bc no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-bc no active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-bc with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-bc with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-bc with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-bc with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-bc with active	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-bs no cryo	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-bs no cryo	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-bs no cryo	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-bs no cryo	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-bs no cryo	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-bs cryo	ATK%/PHYS/ATK%	0/12/6	0/13/7	0/16/9
Mistsplitter Reforged 3 stacks	2	4-bs cryo	ATK%/PHYS/ATK%	0/12/6	0/13/7	0/16/9
Mistsplitter Reforged 3 stacks	3	4-bs cryo	ATK%/PHYS/ATK%	0/12/6	0/13/7	0/16/9
Mistsplitter Reforged 3 stacks	4	4-bs cryo	ATK%/PHYS/ATK%	0/12/6	0/13/7	0/16/9
Mistsplitter Reforged 3 stacks	5	4-bs cryo	ATK%/PHYS/ATK%	0/12/6	0/13/7	0/16/9
Mistsplitter Reforged 3 stacks	1	4-bs frozen	ATK%/PHYS/ATK%	0/9/9	0/10/10	0/13/12
Mistsplitter Reforged 3 stacks	2	4-bs frozen	ATK%/PHYS/ATK%	0/9/9	0/10/10	0/13/12
Mistsplitter Reforged 3 stacks	3	4-bs frozen	ATK%/PHYS/ATK%	0/9/9	0/10/10	0/13/12
Mistsplitter Reforged 3 stacks	4	4-bs frozen	ATK%/PHYS/ATK%	0/9/9	0/10/10	0/13/12
Mistsplitter Reforged 3 stacks	5	4-bs frozen	ATK%/PHYS/ATK%	0/9/9	0/10/10	0/13/12
Mistsplitter Reforged 3 stacks	1	4-bolide no shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-bolide no shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-bolide no shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-bolide no shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-bolide no shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-bolide with shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-bolide with shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-bolide with shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-bolide with shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-bolide with shield	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-pf 0 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-pf 0 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-pf 0 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-pf 0 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	5	4-pf 0 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	1	4-pf 1 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	2	4-pf 1 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	3	4-pf 1 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
Mistsplitter Reforged 3 stacks	4	4-pf 1 stack	ATK%/PHYS/ATK%	0/15/3	0/16/4	0/19/6
