Sword	Refinement	Artifact set	Mainstats	E optimized substat ATK%/DEF%/CR/CD	Rotation optimized substat ATK%/DEF%/CR/CD	E optimized damage	Rotation optimized damage
Summit Shaper 5 stacks	3	2-def-2-petra	DEF%/DEF%/CR	0/6/5/9	0/0/8/12	13052.63950300106	269908.6290906698
Summit Shaper 5 stacks	4	2-def-2-petra	DEF%/DEF%/CR	0/6/5/9	0/0/8/12	13052.63950300106	271617.21525689634
Summit Shaper 5 stacks	5	2-def-2-petra	DEF%/DEF%/CR	0/6/5/9	0/0/8/12	13052.63950300106	273325.8014231228
Summit Shaper 5 stacks	1	2-gamb-2-glad	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	250150.24731817335
Summit Shaper 5 stacks	2	2-gamb-2-glad	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	251754.79920320117
Summit Shaper 5 stacks	3	2-gamb-2-glad	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	253359.351088229
Summit Shaper 5 stacks	4	2-gamb-2-glad	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	254963.9029732569
Summit Shaper 5 stacks	5	2-gamb-2-glad	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	256568.45485828473
Summit Shaper 5 stacks	1	2-gamb-2-no	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	251077.41504053466
Summit Shaper 5 stacks	2	2-gamb-2-no	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	252841.97783568446
Summit Shaper 5 stacks	3	2-gamb-2-no	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	254606.5406308342
Summit Shaper 5 stacks	4	2-gamb-2-no	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	256371.10342598398
Summit Shaper 5 stacks	5	2-gamb-2-no	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	12233.436310232211	258135.66622113372
Summit Shaper 5 stacks	1	2-gamb-2-petra	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	13466.645615699166	269267.25894534064
Summit Shaper 5 stacks	2	2-gamb-2-petra	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	13466.645615699166	271039.74071713834
Summit Shaper 5 stacks	3	2-gamb-2-petra	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	13466.645615699166	272812.22248893604
Summit Shaper 5 stacks	4	2-gamb-2-petra	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	13466.645615699166	274584.70426073374
Summit Shaper 5 stacks	5	2-gamb-2-petra	DEF%/DEF%/CR	0/18/0/2	0/0/8/12	13466.645615699166	276357.18603253143
Summit Shaper 5 stacks	1	2-glad-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	264897.9493995963
Summit Shaper 5 stacks	2	2-glad-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	266849.381673573
Summit Shaper 5 stacks	3	2-glad-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	268800.81394754973
Summit Shaper 5 stacks	4	2-glad-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	270752.2462215264
Summit Shaper 5 stacks	5	2-glad-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	272703.67849550315
Summit Shaper 5 stacks	1	2-glad-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	10824.358559938559	245972.60014520155
Summit Shaper 5 stacks	2	2-glad-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	10824.358559938559	247914.98789633648
Summit Shaper 5 stacks	3	2-glad-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	10824.358559938559	249857.37564747137
Summit Shaper 5 stacks	4	2-glad-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	10824.358559938559	251799.7633986063
Summit Shaper 5 stacks	5	2-glad-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	10824.358559938559	253742.15114974117
Summit Shaper 5 stacks	1	2-petra-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	265395.1144709412
Summit Shaper 5 stacks	2	2-petra-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	267529.3004510947
Summit Shaper 5 stacks	3	2-petra-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	269663.4864312482
Summit Shaper 5 stacks	4	2-petra-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	271797.6724114017
Summit Shaper 5 stacks	5	2-petra-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12084.959323906558	273931.85839155526
Summit Shaper 5 stacks	1	2-def-2-glad	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	244636.41265891315
Summit Shaper 5 stacks	2	2-def-2-glad	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	246176.85113332633
Summit Shaper 5 stacks	3	2-def-2-glad	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	247717.28960773954
Summit Shaper 5 stacks	4	2-def-2-glad	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	249257.72808215272
Summit Shaper 5 stacks	5	2-def-2-glad	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	250798.1665565659
Summit Shaper 5 stacks	1	2-def-2-no	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	245793.44096725993
Summit Shaper 5 stacks	2	2-def-2-no	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	247493.86773079666
Summit Shaper 5 stacks	3	2-def-2-no	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	249194.29449433336
Summit Shaper 5 stacks	4	2-def-2-no	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	250894.7212578701
Summit Shaper 5 stacks	5	2-def-2-no	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	11687.258017132315	252595.14802140679
Summit Shaper 5 stacks	1	2-def-2-petra	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	13048.35173030766	266453.78243455756
Summit Shaper 5 stacks	2	2-def-2-petra	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	13048.35173030766	268162.1270552238
Summit Shaper 5 stacks	3	2-def-2-petra	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	13048.35173030766	269870.47167589003
Summit Shaper 5 stacks	4	2-def-2-petra	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	13048.35173030766	271578.81629655627
Summit Shaper 5 stacks	5	2-def-2-petra	DEF%/DEF%/CD	0/4/16/0	0/0/18/2	13048.35173030766	273287.1609172225
Summit Shaper 5 stacks	1	2-gamb-2-glad	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	250114.88317744047
Summit Shaper 5 stacks	2	2-gamb-2-glad	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	251719.20822440085
Summit Shaper 5 stacks	3	2-gamb-2-glad	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	253323.53327136126
Summit Shaper 5 stacks	4	2-gamb-2-glad	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	254927.85831832164
Summit Shaper 5 stacks	5	2-gamb-2-glad	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	256532.18336528202
Summit Shaper 5 stacks	1	2-gamb-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	251041.9198246173
Summit Shaper 5 stacks	2	2-gamb-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	252806.23316070123
Summit Shaper 5 stacks	3	2-gamb-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	254570.54649678513
Summit Shaper 5 stacks	4	2-gamb-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	256334.85983286906
Summit Shaper 5 stacks	5	2-gamb-2-no	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	12035.795331818703	258099.17316895298
Summit Shaper 5 stacks	1	2-gamb-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	13249.08115155849	269229.1922020846
Summit Shaper 5 stacks	2	2-gamb-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	13249.08115155849	271001.4233952981
Summit Shaper 5 stacks	3	2-gamb-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	13249.08115155849	272773.65458851145
Summit Shaper 5 stacks	4	2-gamb-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	13249.08115155849	274545.88578172494
Summit Shaper 5 stacks	5	2-gamb-2-petra	DEF%/DEF%/CD	0/7/13/0	0/0/18/2	13249.08115155849	276318.11697493837
Summit Shaper 5 stacks with shield	1	2-glad-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	258414.89238895779
Summit Shaper 5 stacks with shield	2	2-glad-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	262532.0852200422
Summit Shaper 5 stacks with shield	3	2-glad-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	266649.27805112663
Summit Shaper 5 stacks with shield	4	2-glad-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	270766.47088221106
Summit Shaper 5 stacks with shield	5	2-glad-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	274883.6637132955
Summit Shaper 5 stacks with shield	1	2-glad-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	10670.374948319999	247051.5762293913
Summit Shaper 5 stacks with shield	2	2-glad-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	10670.374948319999	251154.1503436104
Summit Shaper 5 stacks with shield	3	2-glad-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	10670.374948319999	255256.72445782952
Summit Shaper 5 stacks with shield	4	2-glad-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	10670.374948319999	259359.29857204863
Summit Shaper 5 stacks with shield	5	2-glad-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	10670.374948319999	263461.8726862677
Summit Shaper 5 stacks with shield	1	2-petra-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	259050.4021381092
Summit Shaper 5 stacks with shield	2	2-petra-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	263462.9808876564
Summit Shaper 5 stacks with shield	3	2-petra-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	267875.5596372036
Summit Shaper 5 stacks with shield	4	2-petra-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	272288.1383867508
Summit Shaper 5 stacks with shield	5	2-petra-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11582.89276032	276700.7171362981
Summit Shaper 5 stacks with shield	1	2-def-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	245348.5170577045
Summit Shaper 5 stacks with shield	2	2-def-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	248690.26765769275
Summit Shaper 5 stacks with shield	3	2-def-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	252032.01825768102
Summit Shaper 5 stacks with shield	4	2-def-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	255373.76885766923
Summit Shaper 5 stacks with shield	5	2-def-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	258715.51945765747
Summit Shaper 5 stacks with shield	1	2-def-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	246491.1982290137
Summit Shaper 5 stacks with shield	2	2-def-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	250092.22313315936
Summit Shaper 5 stacks with shield	3	2-def-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	253693.24803730505
Summit Shaper 5 stacks with shield	4	2-def-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	257294.27294145073
Summit Shaper 5 stacks with shield	5	2-def-2-no	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	11433.894516	260895.29784559645
Summit Shaper 5 stacks with shield	1	2-def-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	12411.707615999998	259423.29652182112
Summit Shaper 5 stacks with shield	2	2-def-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	12411.707615999998	263037.15297075623
Summit Shaper 5 stacks with shield	3	2-def-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	12411.707615999998	266651.0094196914
Summit Shaper 5 stacks with shield	4	2-def-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	12411.707615999998	270264.86586862645
Summit Shaper 5 stacks with shield	5	2-def-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/0/13/7	12411.707615999998	273878.72231756157
Summit Shaper 5 stacks with shield	1	2-gamb-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/20/0/0	11474.407764	245659.54299951997
Summit Shaper 5 stacks with shield	2	2-gamb-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/19/1/0	11474.407764	248180.42106300127
Summit Shaper 5 stacks with shield	3	2-gamb-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/19/1/0	11474.407764	250718.3734625293
Summit Shaper 5 stacks with shield	4	2-gamb-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/19/1/0	11474.407764	253256.3258620573
Summit Shaper 5 stacks with shield	5	2-gamb-2-glad	ATK%/GEO/DEF%	0/20/0/0	0/18/2/0	11474.407764	255818.58320588162
Summit Shaper 5 stacks with shield	1	2-gamb-2-no	ATK%/GEO/DEF%	0/20/0/0	0/20/0/0	11474.407764	246353.71818972
Summit Shaper 5 stacks with shield	2	2-gamb-2-no	ATK%/GEO/DEF%	0/20/0/0	0/19/1/0	11474.407764	249075.88356573886
Summit Shaper 5 stacks with shield	3	2-gamb-2-no	ATK%/GEO/DEF%	0/20/0/0	0/19/1/0	11474.407764	251804.8291676669
Summit Shaper 5 stacks with shield	4	2-gamb-2-no	ATK%/GEO/DEF%	0/20/0/0	0/18/2/0	11474.407764	254539.66051270082
Summit Shaper 5 stacks with shield	5	2-gamb-2-no	ATK%/GEO/DEF%	0/20/0/0	0/18/2/0	11474.407764	257308.48303555686
Summit Shaper 5 stacks with shield	1	2-gamb-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/20/0/0	12355.247664	259823.45479072002
Summit Shaper 5 stacks with shield	2	2-gamb-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/20/0/0	12355.247664	262521.83764672
Summit Shaper 5 stacks with shield	3	2-gamb-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/20/0/0	12355.247664	265220.22050272004
Summit Shaper 5 stacks with shield	4	2-gamb-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/19/1/0	12355.247664	267950.65050591493
Summit Shaper 5 stacks with shield	5	2-gamb-2-petra	ATK%/GEO/DEF%	0/20/0/0	0/19/1/0	12355.247664	270689.0484052429
Summit Shaper 5 stacks with shield	1	2-glad-2-petra	ATK%/GEO/CR	0/20/0/0	0/7/5/8	10585.132572672	258770.160188913
Summit Shaper 5 stacks with shield	2	2-glad-2-petra	ATK%/GEO/CR	0/20/0/0	0/5/6/9	10585.132572672	263207.5338522969
Summit Shaper 5 stacks with shield	3	2-glad-2-petra	ATK%/GEO/CR	0/20/0/0	0/5/6/9	10585.132572672	267749.60307621607
Summit Shaper 5 stacks with shield	4	2-glad-2-petra	ATK%/GEO/CR	0/20/0/0	0/3/7/10	10585.132572672	272434.7847280325
Summit Shaper 5 stacks with shield	5	2-glad-2-petra	ATK%/GEO/CR	0/20/0/0	0/3/7/10	10585.132572672	277188.7284574507
Summit Shaper 5 stacks with shield	1	2-glad-2-no	ATK%/GEO/CR	0/20/0/0	0/4/6/10	9751.219817472	248239.7875498635
Summit Shaper 5 stacks with shield	2	2-glad-2-no	ATK%/GEO/CR	0/20/0/0	0/3/7/10	9751.219817472	252956.89760885132
Summit Shaper 5 stacks with shield	3	2-glad-2-no	ATK%/GEO/CR	0/20/0/0	0/2/7/11	9751.219817472	257744.74578442104
Summit Shaper 5 stacks with shield	4	2-glad-2-no	ATK%/GEO/CR	0/20/0/0	0/1/8/11	9751.219817472	262690.2007304117
Summit Shaper 5 stacks with shield	5	2-glad-2-no	ATK%/GEO/CR	0/20/0/0	0/0/8/12	9751.219817472	267702.7048766493
Summit Shaper 5 stacks with shield	1	2-petra-2-no	ATK%/GEO/CR	0/20/0/0	0/7/5/8	10585.132572672	259440.44291437574
Summit Shaper 5 stacks with shield	2	2-petra-2-no	ATK%/GEO/CR	0/20/0/0	0/5/6/9	10585.132572672	264234.4939039679
Summit Shaper 5 stacks with shield	3	2-petra-2-no	ATK%/GEO/CR	0/20/0/0	0/4/6/10	10585.132572672	269126.3907272852
Summit Shaper 5 stacks with shield	4	2-petra-2-no	ATK%/GEO/CR	0/20/0/0	0/3/7/10	10585.132572672	274191.7881010226
Summit Shaper 5 stacks with shield	5	2-petra-2-no	ATK%/GEO/CR	0/20/0/0	0/2/7/11	10585.132572672	279331.6236043432
Summit Shaper 5 stacks with shield	1	2-def-2-glad	ATK%/GEO/CR	0/20/0/0	0/3/7/10	10630.5708902976	246964.11678043398
Summit Shaper 5 stacks with shield	2	2-def-2-glad	ATK%/GEO/CR	0/20/0/0	0/2/7/11	10630.5708902976	250908.29259417998
Summit Shaper 5 stacks with shield	3	2-def-2-glad	ATK%/GEO/CR	0/20/0/0	0/1/8/11	10630.5708902976	254893.49625869907
Summit Shaper 5 stacks with shield	4	2-def-2-glad	ATK%/GEO/CR	0/20/0/0	0/0/8/12	10630.5708902976	259001.31848931866
Summit Shaper 5 stacks with shield	5	2-def-2-glad	ATK%/GEO/CR	0/20/0/0	0/0/8/12	10630.5708902976	263126.0354113619
Summit Shaper 5 stacks with shield	1	2-def-2-no	ATK%/GEO/CR	0/20/0/0	0/2/7/11	10630.5708902976	248306.52839159934
Summit Shaper 5 stacks with shield	2	2-def-2-no	ATK%/GEO/CR	0/20/0/0	0/2/7/11	10630.5708902976	252566.9749086679
Summit Shaper 5 stacks with shield	3	2-def-2-no	ATK%/GEO/CR	0/20/0/0	0/0/8/12	10630.5708902976	256927.05457937083
Summit Shaper 5 stacks with shield	4	2-def-2-no	ATK%/GEO/CR	0/20/0/0	0/0/8/12	10630.5708902976	261371.79332165795
Summit Shaper 5 stacks with shield	5	2-def-2-no	ATK%/GEO/CR	0/20/0/0	0/0/8/12	10630.5708902976	265816.532063945
Summit Shaper 5 stacks with shield	1	2-def-2-petra	ATK%/GEO/CR	0/20/0/0	0/5/6/9	11539.684706457598	260233.37623152387
Summit Shaper 5 stacks with shield	2	2-def-2-petra	ATK%/GEO/CR	0/20/0/0	0/4/6/10	11539.684706457598	264320.30261578946
Summit Shaper 5 stacks with shield	3	2-def-2-petra	ATK%/GEO/CR	0/20/0/0	0/3/7/10	11539.684706457598	268455.55749150505
Summit Shaper 5 stacks with shield	4	2-def-2-petra	ATK%/GEO/CR	0/20/0/0	0/2/7/11	11539.684706457598	272728.77362250496
Summit Shaper 5 stacks with shield	5	2-def-2-petra	ATK%/GEO/CR	0/20/0/0	0/1/8/11	11539.684706457598	277045.9842886882
Summit Shaper 5 stacks with shield	1	2-gamb-2-glad	ATK%/GEO/CR	0/20/0/0	0/18/0/2	10387.8427133376	240845.6757346549
Summit Shaper 5 stacks with shield	2	2-gamb-2-glad	ATK%/GEO/CR	0/20/0/0	0/18/0/2	10387.8427133376	243833.04626618378
Summit Shaper 5 stacks with shield	3	2-gamb-2-glad	ATK%/GEO/CR	0/20/0/0	0/17/0/3	10387.8427133376	246859.60175911416
Summit Shaper 5 stacks with shield	4	2-gamb-2-glad	ATK%/GEO/CR	0/20/0/0	0/17/0/3	10387.8427133376	249900.52450139748
Summit Shaper 5 stacks with shield	5	2-gamb-2-glad	ATK%/GEO/CR	0/20/0/0	0/12/2/6	10387.8427133376	252965.3198794006
Summit Shaper 5 stacks with shield	1	2-gamb-2-no	ATK%/GEO/CR	0/20/0/0	0/18/0/2	10387.8427133376	241674.89177061632
Summit Shaper 5 stacks with shield	2	2-gamb-2-no	ATK%/GEO/CR	0/20/0/0	0/17/0/3	10387.8427133376	244891.60390302775
Summit Shaper 5 stacks with shield	3	2-gamb-2-no	ATK%/GEO/CR	0/20/0/0	0/17/0/3	10387.8427133376	248161.37080050784
Summit Shaper 5 stacks with shield	4	2-gamb-2-no	ATK%/GEO/CR	0/20/0/0	0/17/0/3	10387.8427133376	251431.13769798793
Summit Shaper 5 stacks with shield	5	2-gamb-2-no	ATK%/GEO/CR	0/20/0/0	0/10/3/7	10387.8427133376	254954.27113158457
Summit Shaper 5 stacks with shield	1	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/19/0/1	11185.271785497602	253734.18764717967
Summit Shaper 5 stacks with shield	2	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/18/0/2	11185.271785497602	256950.1581297198
Summit Shaper 5 stacks with shield	3	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/18/0/2	11185.271785497602	260173.46885437108
Summit Shaper 5 stacks with shield	4	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/18/0/2	11185.271785497602	263396.7795790224
Summit Shaper 5 stacks with shield	5	2-gamb-2-petra	ATK%/GEO/CR	0/20/0/0	0/17/0/3	11185.271785497602	266677.56279150065
Summit Shaper 5 stacks with shield	1	2-glad-2-petra	ATK%/GEO/CD	0/16/4/0	0/5/15/0	9602.220872363212	258656.47619986284
Summit Shaper 5 stacks with shield	2	2-glad-2-petra	ATK%/GEO/CD	0/16/4/0	0/5/15/0	9602.220872363212	263198.38759032486
Summit Shaper 5 stacks with shield	3	2-glad-2-petra	ATK%/GEO/CD	0/16/4/0	0/4/16/0	9602.220872363212	267754.93523219106
Summit Shaper 5 stacks with shield	4	2-glad-2-petra	ATK%/GEO/CD	0/16/4/0	0/3/16/1	9602.220872363212	272425.7397484598
Summit Shaper 5 stacks with shield	5	2-glad-2-petra	ATK%/GEO/CD	0/16/4/0	0/2/17/1	9602.220872363212	277197.156771086
Summit Shaper 5 stacks with shield	1	2-glad-2-no	ATK%/GEO/CD	0/16/4/0	0/4/16/0	8845.743387670733	248251.23244555504
Summit Shaper 5 stacks with shield	2	2-glad-2-no	ATK%/GEO/CD	0/16/4/0	0/3/16/1	8845.743387670733	252948.4993054779
Summit Shaper 5 stacks with shield	3	2-glad-2-no	ATK%/GEO/CD	0/16/4/0	0/2/17/1	8845.743387670733	257756.09628360035
Summit Shaper 5 stacks with shield	4	2-glad-2-no	ATK%/GEO/CD	0/16/4/0	0/1/17/2	8845.743387670733	262681.87198236305
Summit Shaper 5 stacks with shield	5	2-glad-2-no	ATK%/GEO/CD	0/16/4/0	0/0/18/2	8845.743387670733	267713.9609793163
Summit Shaper 5 stacks with shield	1	2-petra-2-no	ATK%/GEO/CD	0/16/4/0	0/5/15/0	9602.220872363212	259357.54342863773
Summit Shaper 5 stacks with shield	2	2-petra-2-no	ATK%/GEO/CD	0/16/4/0	0/5/15/0	9602.220872363212	264225.31195591384
Summit Shaper 5 stacks with shield	3	2-petra-2-no	ATK%/GEO/CD	0/16/4/0	0/4/16/0	9602.220872363212	269138.79858301254
Summit Shaper 5 stacks with shield	4	2-petra-2-no	ATK%/GEO/CD	0/16/4/0	0/3/16/1	9602.220872363212	274182.68478800467
Summit Shaper 5 stacks with shield	5	2-petra-2-no	ATK%/GEO/CD	0/16/4/0	0/2/17/1	9602.220872363212	279343.92474109324
Summit Shaper 5 stacks with shield	1	2-def-2-glad	ATK%/GEO/CD	0/14/6/0	0/3/17/0	9760.45517138734	246991.17190365115
Summit Shaper 5 stacks with shield	2	2-def-2-glad	ATK%/GEO/CD	0/14/6/0	0/1/18/1	9760.45517138734	250882.06261450791
Summit Shaper 5 stacks with shield	3	2-def-2-glad	ATK%/GEO/CD	0/14/6/0	0/1/18/1	9760.45517138734	254920.26756926335
Summit Shaper 5 stacks with shield	4	2-def-2-glad	ATK%/GEO/CD	0/14/6/0	0/0/18/2	9760.45517138734	258964.70305849164
Summit Shaper 5 stacks with shield	5	2-def-2-glad	ATK%/GEO/CD	0/14/6/0	0/0/18/2	9760.45517138734	263088.83686270355
Summit Shaper 5 stacks with shield	1	2-def-2-no	ATK%/GEO/CD	0/14/6/0	0/3/17/0	9760.45517138734	248315.01518292673
Summit Shaper 5 stacks with shield	2	2-def-2-no	ATK%/GEO/CD	0/14/6/0	0/1/18/1	9760.45517138734	252576.19967769738
Summit Shaper 5 stacks with shield	3	2-def-2-no	ATK%/GEO/CD	0/14/6/0	0/1/18/1	9760.45517138734	256927.7143030468
Summit Shaper 5 stacks with shield	4	2-def-2-no	ATK%/GEO/CD	0/14/6/0	0/0/18/2	9760.45517138734	261334.84277301078
Summit Shaper 5 stacks with shield	5	2-def-2-no	ATK%/GEO/CD	0/14/6/0	0/0/18/2	9760.45517138734	265778.95315546973
Summit Shaper 5 stacks with shield	1	2-def-2-petra	ATK%/GEO/CD	0/14/6/0	0/4/16/0	10595.157723102335	260180.14143120992
Summit Shaper 5 stacks with shield	2	2-def-2-petra	ATK%/GEO/CD	0/14/6/0	0/3/17/0	10595.157723102335	264298.1652309157
Summit Shaper 5 stacks with shield	3	2-def-2-petra	ATK%/GEO/CD	0/14/6/0	0/3/17/0	10595.157723102335	268484.96701982425
Summit Shaper 5 stacks with shield	4	2-def-2-petra	ATK%/GEO/CD	0/14/6/0	0/1/18/1	10595.157723102335	272708.0618689237
Summit Shaper 5 stacks with shield	5	2-def-2-petra	ATK%/GEO/CD	0/14/6/0	0/1/18/1	10595.157723102335	277075.082261743
Summit Shaper 5 stacks with shield	1	2-gamb-2-glad	ATK%/GEO/CD	0/17/3/0	0/7/13/0	9378.402552637059	236924.89411413376
Summit Shaper 5 stacks with shield	2	2-gamb-2-glad	ATK%/GEO/CD	0/17/3/0	0/6/14/0	9378.402552637059	240659.78803337566
Summit Shaper 5 stacks with shield	3	2-gamb-2-glad	ATK%/GEO/CD	0/17/3/0	0/6/14/0	9378.402552637059	244401.62871825532
Summit Shaper 5 stacks with shield	4	2-gamb-2-glad	ATK%/GEO/CD	0/17/3/0	0/5/15/0	9378.402552637059	248146.15671701013
Summit Shaper 5 stacks with shield	5	2-gamb-2-glad	ATK%/GEO/CD	0/17/3/0	0/5/15/0	9378.402552637059	251971.2184274666
Summit Shaper 5 stacks with shield	1	2-gamb-2-no	ATK%/GEO/CD	0/17/3/0	0/6/14/0	9378.402552637059	237956.58459391567
Summit Shaper 5 stacks with shield	2	2-gamb-2-no	ATK%/GEO/CD	0/17/3/0	0/6/14/0	9378.402552637059	241980.01690179372
Summit Shaper 5 stacks with shield	3	2-gamb-2-no	ATK%/GEO/CD	0/17/3/0	0/6/14/0	9378.402552637059	246003.4492096718
Summit Shaper 5 stacks with shield	4	2-gamb-2-no	ATK%/GEO/CD	0/17/3/0	0/5/15/0	9378.402552637059	250071.45716953053
Summit Shaper 5 stacks with shield	5	2-gamb-2-no	ATK%/GEO/CD	0/17/3/0	0/5/15/0	9378.402552637059	254184.37328797102
